engagement,ad_name,campaign,date,reach,spend
"2,358",XBrand | Bonus Points | Limited Time | Travel Smart | Swipe and Win | Exclusive Offer,XBrand | Diwali Deals | Gold Loan Offers | Digital Drive,2023-05-17,"93,450","LKR2,306.51"
"8,955",XBrand | Save More | Gift Vouchers | Exclusive Offer | Swipe and Win,XBrand | Diwali Deals | Green Finance | Back to School | Auto Loans Special,2023-05-17,"15,078","LKR2,128.27"
46,XBrand | Get Rewarded | Exclusive Offer | Gift Vouchers | Zero Interest,XBrand | Green Finance | Back to School | Lifestyle Rewards | Savings Fiesta | Holiday Cashback,2023-05-17,"47,024","LKR1,017.31"
456,XBrand | Bonus Points | Exclusive Offer | Limited Time,XBrand | Gold Loan Offers | Digital Drive | Auto Loans Special | Flash Sale | Green Finance,2023-05-17,"5,904",LKR978.17
"2,300",XBrand | Win Big | Travel Smart | Exclusive Offer,XBrand | Savings Fiesta | Holiday Cashback | Green Finance | Digital Drive,2023-05-18,"76,890","LKR1,980.06"
"8,927",XBrand | Save More | Limited Time | Weekend Treat | Swipe and Win | Get Rewarded,XBrand | Luxury Travel | Lifestyle Rewards | Back to School | Flash Sale | Gold Loan Offers,2023-05-18,"13,799","LKR2,261.57"
52,XBrand | Save More | Bonus Points | Exclusive Offer | Swipe and Win | Get Rewarded,XBrand | Holiday Cashback | Digital Drive | Luxury Travel,2023-05-18,"34,718","LKR1,150.93"
402,XBrand | Travel Smart | Exclusive Offer | Win Big,XBrand | Savings Fiesta | Holiday Cashback | Digital Drive | Flash Sale,2023-05-18,"6,065","LKR1,135.16"
"6,101",XBrand | Exclusive Offer | Limited Time | Weekend Treat | Swipe and Win | Travel Smart,XBrand | Holiday Cashback | Lifestyle Rewards | Auto Loans Special,2023-05-18,"165,011","LKR5,120.82"
"16,638",XBrand | Zero Interest | Weekend Treat | Win Big | Get Rewarded | Travel Smart,XBrand | Gold Loan Offers | Auto Loans Special | Green Finance,2023-05-18,"32,666","LKR5,638.84"
189,XBrand | Bonus Points | Travel Smart | Win Big,XBrand | Green Finance | Savings Fiesta | Luxury Travel | Back to School,2023-05-19,"92,023","LKR5,315.50"
44,XBrand | Weekend Treat | Travel Smart | Zero Interest | Limited Time,XBrand | Auto Loans Special | Holiday Cashback | Summer Bonanza | Green Finance,2023-05-19,"33,244","LKR1,593.33"
221,XBrand | Win Big | Limited Time | Gift Vouchers | Get Rewarded,XBrand | Auto Loans Special | Diwali Deals | Gold Loan Offers | Holiday Cashback | Savings Fiesta,2023-05-19,"2,023","LKR1,616.96"
45,XBrand | Bonus Points | Easy Payments | Save More | Gift Vouchers,XBrand | Auto Loans Special | Flash Sale | Summer Bonanza | Green Finance | Gold Loan Offers,2023-05-19,"31,001","LKR1,631.83"
236,XBrand | Get Rewarded | Limited Time | Weekend Treat | Travel Smart,XBrand | Holiday Cashback | Luxury Travel | Savings Fiesta,2023-05-19,"2,298","LKR1,348.49"
56,XBrand | Weekend Treat | Travel Smart | Bonus Points,XBrand | Diwali Deals | Holiday Cashback | Savings Fiesta | Back to School,2023-05-19,"33,546","LKR1,098.30"
473,XBrand | Get Rewarded | Weekend Treat | Easy Payments | Zero Interest | Bonus Points,XBrand | Diwali Deals | Auto Loans Special | Back to School | Flash Sale | Savings Fiesta,2023-05-19,"5,547","LKR1,223.42"
33,XBrand | Swipe and Win | Travel Smart | Save More | Win Big,XBrand | Luxury Travel | Back to School | Auto Loans Special | Green Finance,2023-05-19,"33,094",LKR872.30
186,XBrand | Swipe and Win | Travel Smart | Easy Payments | Limited Time,XBrand | Diwali Deals | Holiday Cashback | Lifestyle Rewards | Luxury Travel | Auto Loans Special,2023-05-19,"1,894",LKR949.98
29,XBrand | Bonus Points | Get Rewarded | Limited Time | Weekend Treat,XBrand | Gold Loan Offers | Luxury Travel | Holiday Cashback,2023-05-19,"31,198",LKR940.39
221,XBrand | Swipe and Win | Zero Interest | Get Rewarded | Win Big,XBrand | Summer Bonanza | Flash Sale | Gold Loan Offers,2023-05-19,"2,232",LKR851.00
"2,724",XBrand | Win Big | Bonus Points | Gift Vouchers,XBrand | Back to School | Lifestyle Rewards | Holiday Cashback,2023-05-19,"79,210","LKR2,309.17"
"9,657",XBrand | Win Big | Get Rewarded | Weekend Treat,XBrand | Summer Bonanza | Holiday Cashback | Flash Sale,2023-05-19,"17,071","LKR2,047.28"
64,XBrand | Limited Time | Win Big | Bonus Points | Gift Vouchers,XBrand | Back to School | Summer Bonanza | Auto Loans Special | Gold Loan Offers | Lifestyle Rewards,2023-05-19,"40,660","LKR1,300.99"
291,XBrand | Get Rewarded | Zero Interest | Easy Payments | Limited Time,XBrand | Digital Drive | Green Finance | Summer Bonanza | Luxury Travel,2023-05-19,"6,074","LKR1,151.35"
183,XBrand | Swipe and Win | Bonus Points | Exclusive Offer,XBrand | Digital Drive | Luxury Travel | Flash Sale | Green Finance | Lifestyle Rewards,2023-05-20,"129,876","LKR6,753.46"
998,XBrand | Swipe and Win | Get Rewarded | Easy Payments | Travel Smart,XBrand | Savings Fiesta | Flash Sale | Diwali Deals | Digital Drive,2023-05-20,"12,854","LKR7,017.02"
248,XBrand | Bonus Points | Save More | Gift Vouchers | Limited Time,XBrand | Back to School | Diwali Deals | Holiday Cashback | Green Finance | Lifestyle Rewards,2023-05-20,"146,187","LKR6,091.30"
"1,108",XBrand | Swipe and Win | Limited Time | Travel Smart,XBrand | Green Finance | Luxury Travel | Holiday Cashback,2023-05-20,"17,513","LKR6,921.94"
201,XBrand | Save More | Win Big | Zero Interest | Weekend Treat,XBrand | Digital Drive | Gold Loan Offers | Luxury Travel,2023-05-20,"116,233","LKR6,189.62"
919,XBrand | Weekend Treat | Save More | Travel Smart | Win Big | Limited Time,XBrand | Gold Loan Offers | Digital Drive | Diwali Deals | Lifestyle Rewards | Luxury Travel,2023-05-20,"21,843","LKR5,839.84"
58,XBrand | Easy Payments | Bonus Points | Exclusive Offer | Limited Time,XBrand | Gold Loan Offers | Lifestyle Rewards | Digital Drive | Auto Loans Special,2023-05-20,"43,515","LKR2,558.80"
350,XBrand | Gift Vouchers | Weekend Treat | Get Rewarded | Travel Smart | Win Big,XBrand | Summer Bonanza | Lifestyle Rewards | Auto Loans Special | Gold Loan Offers | Savings Fiesta,2023-05-20,"2,889","LKR2,146.60"
57,XBrand | Get Rewarded | Weekend Treat | Zero Interest | Swipe and Win | Win Big,XBrand | Summer Bonanza | Holiday Cashback | Luxury Travel | Flash Sale,2023-05-20,"46,444","LKR2,116.55"
312,XBrand | Limited Time | Bonus Points | Swipe and Win | Save More | Travel Smart,XBrand | Gold Loan Offers | Summer Bonanza | Diwali Deals,2023-05-20,"4,422","LKR1,834.86"
92,XBrand | Exclusive Offer | Limited Time | Weekend Treat | Swipe and Win | Easy Payments,XBrand | Auto Loans Special | Diwali Deals | Summer Bonanza,2023-05-20,"54,869","LKR1,829.38"
593,XBrand | Save More | Exclusive Offer | Zero Interest | Limited Time | Easy Payments,XBrand | Summer Bonanza | Holiday Cashback | Lifestyle Rewards | Luxury Travel,2023-05-20,"12,153","LKR1,824.09"
57,XBrand | Zero Interest | Gift Vouchers | Get Rewarded,XBrand | Holiday Cashback | Luxury Travel | Flash Sale | Diwali Deals,2023-05-20,"46,863","LKR2,233.33"
384,XBrand | Win Big | Travel Smart | Bonus Points,XBrand | Lifestyle Rewards | Digital Drive | Gold Loan Offers | Back to School,2023-05-20,"5,841","LKR2,016.80"
61,XBrand | Travel Smart | Zero Interest | Save More,XBrand | Diwali Deals | Gold Loan Offers | Back to School | Summer Bonanza,2023-05-20,"48,302","LKR1,882.21"
330,XBrand | Win Big | Travel Smart | Swipe and Win,XBrand | Diwali Deals | Holiday Cashback | Auto Loans Special | Lifestyle Rewards | Green Finance,2023-05-20,"6,463","LKR2,156.24"
"2,354",XBrand | Bonus Points | Weekend Treat | Swipe and Win | Travel Smart | Save More,XBrand | Back to School | Savings Fiesta | Summer Bonanza,2023-05-20,"60,894","LKR2,166.92"
"7,651",XBrand | Gift Vouchers | Bonus Points | Save More | Swipe and Win | Win Big,XBrand | Diwali Deals | Lifestyle Rewards | Flash Sale | Gold Loan Offers,2023-05-20,"14,168","LKR2,175.80"
44,XBrand | Weekend Treat | Zero Interest | Bonus Points,XBrand | Green Finance | Auto Loans Special | Diwali Deals | Luxury Travel,2023-05-20,"28,983","LKR1,116.83"
211,XBrand | Win Big | Gift Vouchers | Save More | Swipe and Win,XBrand | Green Finance | Gold Loan Offers | Lifestyle Rewards,2023-05-20,"5,596","LKR1,127.19"
231,XBrand | Easy Payments | Win Big | Save More,XBrand | Green Finance | Luxury Travel | Lifestyle Rewards | Auto Loans Special | Savings Fiesta,2023-05-21,"215,645","LKR7,599.12"
"1,592",XBrand | Swipe and Win | Gift Vouchers | Zero Interest,XBrand | Flash Sale | Back to School | Digital Drive,2023-05-21,"30,546","LKR9,039.03"
318,XBrand | Bonus Points | Gift Vouchers | Win Big | Easy Payments,XBrand | Lifestyle Rewards | Flash Sale | Holiday Cashback,2023-05-21,"229,255","LKR8,563.00"
"1,953",XBrand | Save More | Bonus Points | Win Big | Limited Time,XBrand | Flash Sale | Green Finance | Digital Drive | Savings Fiesta,2023-05-21,"27,913","LKR7,193.65"
394,XBrand | Bonus Points | Limited Time | Get Rewarded | Win Big | Travel Smart,XBrand | Diwali Deals | Green Finance | Lifestyle Rewards | Summer Bonanza,2023-05-21,"145,703","LKR8,533.08"
"1,370",XBrand | Limited Time | Win Big | Swipe and Win | Travel Smart,XBrand | Digital Drive | Auto Loans Special | Green Finance,2023-05-21,"28,902","LKR8,790.53"
37,XBrand | Gift Vouchers | Save More | Travel Smart | Easy Payments | Weekend Treat,XBrand | Gold Loan Offers | Luxury Travel | Holiday Cashback,2023-05-21,"27,553","LKR1,273.82"
220,XBrand | Swipe and Win | Exclusive Offer | Easy Payments | Limited Time,XBrand | Savings Fiesta | Back to School | Diwali Deals | Gold Loan Offers,2023-05-21,"2,651","LKR1,360.81"
41,XBrand | Weekend Treat | Easy Payments | Exclusive Offer | Swipe and Win | Get Rewarded,XBrand | Green Finance | Luxury Travel | Auto Loans Special | Gold Loan Offers | Summer Bonanza,2023-05-21,"30,224","LKR1,096.12"
207,XBrand | Limited Time | Bonus Points | Zero Interest,XBrand | Gold Loan Offers | Auto Loans Special | Summer Bonanza | Luxury Travel | Holiday Cashback,2023-05-21,"4,432","LKR1,596.13"
105,XBrand | Get Rewarded | Bonus Points | Save More | Weekend Treat,XBrand | Gold Loan Offers | Lifestyle Rewards | Summer Bonanza | Luxury Travel | Green Finance,2023-05-21,"60,635","LKR1,791.64"
825,XBrand | Weekend Treat | Gift Vouchers | Limited Time | Get Rewarded,XBrand | Auto Loans Special | Summer Bonanza | Holiday Cashback | Savings Fiesta,2023-05-21,"17,829","LKR1,729.58"
68,XBrand | Gift Vouchers | Zero Interest | Win Big | Save More | Limited Time,XBrand | Auto Loans Special | Lifestyle Rewards | Savings Fiesta | Luxury Travel | Green Finance,2023-05-21,"59,367","LKR1,752.95"
535,XBrand | Swipe and Win | Gift Vouchers | Travel Smart | Weekend Treat | Easy Payments,XBrand | Digital Drive | Auto Loans Special | Flash Sale | Back to School,2023-05-21,"8,976","LKR2,058.08"
86,XBrand | Exclusive Offer | Limited Time | Get Rewarded,XBrand | Summer Bonanza | Holiday Cashback | Digital Drive | Lifestyle Rewards,2023-05-21,"63,164","LKR1,859.80"
534,XBrand | Swipe and Win | Limited Time | Easy Payments,XBrand | Back to School | Gold Loan Offers | Lifestyle Rewards,2023-05-21,"8,839","LKR2,301.61"
538,XBrand | Travel Smart | Easy Payments | Bonus Points | Win Big | Get Rewarded,XBrand | Lifestyle Rewards | Gold Loan Offers | Auto Loans Special | Digital Drive | Diwali Deals,2023-05-22, -   ,"LKR2,521.41"
13,XBrand | Swipe and Win | Bonus Points | Zero Interest,XBrand | Flash Sale | Gold Loan Offers | Summer Bonanza | Digital Drive,2023-05-23,"13,733",LKR548.96
65,XBrand | Win Big | Get Rewarded | Save More | Bonus Points | Easy Payments,XBrand | Savings Fiesta | Lifestyle Rewards | Holiday Cashback | Gold Loan Offers,2023-05-23,"1,123",LKR456.34
39,XBrand | Swipe and Win | Bonus Points | Easy Payments | Exclusive Offer,XBrand | Diwali Deals | Holiday Cashback | Gold Loan Offers | Digital Drive,2023-05-24,"21,146",LKR621.44
144,XBrand | Travel Smart | Swipe and Win | Exclusive Offer | Save More | Get Rewarded,XBrand | Auto Loans Special | Lifestyle Rewards | Holiday Cashback | Luxury Travel,2023-05-24,"2,661",LKR600.65
786,XBrand | Travel Smart | Get Rewarded | Win Big | Limited Time | Bonus Points,XBrand | Back to School | Lifestyle Rewards | Luxury Travel | Diwali Deals,2023-05-24,"33,924",LKR897.72
"1,141",XBrand | Gift Vouchers | Bonus Points | Zero Interest,XBrand | Flash Sale | Gold Loan Offers | Auto Loans Special | Luxury Travel | Savings Fiesta,2023-05-24,"26,962","LKR1,093.31"
369,XBrand | Save More | Easy Payments | Travel Smart,XBrand | Gold Loan Offers | Lifestyle Rewards | Diwali Deals | Green Finance,2023-05-24,"20,049","LKR1,045.95"
20,XBrand | Limited Time | Easy Payments | Bonus Points,XBrand | Green Finance | Lifestyle Rewards | Auto Loans Special | Holiday Cashback,2023-05-25,"20,530",LKR712.37
91,XBrand | Limited Time | Save More | Easy Payments | Gift Vouchers | Travel Smart,XBrand | Green Finance | Savings Fiesta | Auto Loans Special | Digital Drive,2023-05-25,"1,779",LKR599.68
"1,314",XBrand | Weekend Treat | Zero Interest | Save More,XBrand | Back to School | Auto Loans Special | Summer Bonanza | Holiday Cashback,2023-05-25,"51,306","LKR1,321.38"
"2,085",XBrand | Exclusive Offer | Easy Payments | Travel Smart | Bonus Points,XBrand | Auto Loans Special | Green Finance | Luxury Travel,2023-05-25,"38,196","LKR1,416.33"
501,XBrand | Limited Time | Save More | Get Rewarded | Travel Smart | Bonus Points,XBrand | Digital Drive | Auto Loans Special | Flash Sale,2023-05-25,"29,186","LKR1,146.82"
25,XBrand | Get Rewarded | Gift Vouchers | Easy Payments | Bonus Points | Exclusive Offer,XBrand | Holiday Cashback | Back to School | Gold Loan Offers | Summer Bonanza,2023-05-26,"14,549",LKR613.70
113,XBrand | Swipe and Win | Gift Vouchers | Easy Payments | Win Big,XBrand | Savings Fiesta | Back to School | Gold Loan Offers | Diwali Deals,2023-05-26,"2,007",LKR655.17
"1,025",XBrand | Weekend Treat | Gift Vouchers | Zero Interest | Win Big | Bonus Points,XBrand | Summer Bonanza | Savings Fiesta | Green Finance,2023-05-26,"43,039","LKR1,227.61"
"1,881",XBrand | Win Big | Save More | Get Rewarded,XBrand | Luxury Travel | Flash Sale | Summer Bonanza | Digital Drive | Holiday Cashback,2023-05-26,"28,939","LKR1,432.97"
603,XBrand | Exclusive Offer | Limited Time | Save More | Swipe and Win,XBrand | Gold Loan Offers | Green Finance | Back to School,2023-05-26,"24,184","LKR1,108.01"
9,XBrand | Easy Payments | Travel Smart | Limited Time,XBrand | Gold Loan Offers | Digital Drive | Auto Loans Special,2023-05-26,"11,544",LKR420.24
116,XBrand | Win Big | Gift Vouchers | Get Rewarded | Weekend Treat,XBrand | Savings Fiesta | Luxury Travel | Flash Sale | Diwali Deals,2023-05-26,"1,028",LKR334.76
14,XBrand | Gift Vouchers | Win Big | Easy Payments,XBrand | Summer Bonanza | Gold Loan Offers | Holiday Cashback | Diwali Deals | Savings Fiesta,2023-05-26,"12,007",LKR378.55
87,XBrand | Limited Time | Swipe and Win | Win Big | Get Rewarded | Zero Interest,XBrand | Diwali Deals | Auto Loans Special | Flash Sale,2023-05-26,753,LKR345.89
13,XBrand | Travel Smart | Zero Interest | Exclusive Offer | Swipe and Win | Save More,XBrand | Auto Loans Special | Digital Drive | Gold Loan Offers | Lifestyle Rewards | Luxury Travel,2023-05-26,"16,221",LKR600.46
176,XBrand | Win Big | Bonus Points | Limited Time | Easy Payments,XBrand | Holiday Cashback | Digital Drive | Back to School | Auto Loans Special,2023-05-26,"1,213",LKR500.31
24,XBrand | Save More | Bonus Points | Get Rewarded | Travel Smart | Gift Vouchers,XBrand | Luxury Travel | Gold Loan Offers | Lifestyle Rewards | Digital Drive,2023-05-27,"17,805",LKR709.85
107,XBrand | Exclusive Offer | Save More | Zero Interest | Gift Vouchers,XBrand | Green Finance | Holiday Cashback | Back to School | Lifestyle Rewards,2023-05-27,"2,111",LKR706.92
"1,178",XBrand | Win Big | Easy Payments | Zero Interest | Travel Smart,XBrand | Flash Sale | Lifestyle Rewards | Green Finance,2023-05-27,"39,056","LKR1,518.15"
"1,519",XBrand | Zero Interest | Bonus Points | Win Big | Travel Smart | Easy Payments,XBrand | Auto Loans Special | Summer Bonanza | Savings Fiesta | Holiday Cashback,2023-05-27,"37,413","LKR1,527.78"
703,XBrand | Bonus Points | Get Rewarded | Limited Time | Zero Interest,XBrand | Digital Drive | Holiday Cashback | Back to School,2023-05-27,"28,825","LKR1,527.64"
42,XBrand | Easy Payments | Limited Time | Swipe and Win | Get Rewarded | Bonus Points,XBrand | Digital Drive | Flash Sale | Auto Loans Special,2023-05-27,"30,646",LKR988.89
336,XBrand | Swipe and Win | Gift Vouchers | Zero Interest | Win Big,XBrand | Green Finance | Savings Fiesta | Gold Loan Offers | Back to School | Holiday Cashback,2023-05-27,"1,861",LKR968.39
35,XBrand | Get Rewarded | Weekend Treat | Exclusive Offer,XBrand | Gold Loan Offers | Diwali Deals | Holiday Cashback | Back to School | Auto Loans Special,2023-05-27,"30,790","LKR1,102.26"
305,XBrand | Swipe and Win | Zero Interest | Bonus Points,XBrand | Summer Bonanza | Digital Drive | Holiday Cashback | Back to School | Auto Loans Special,2023-05-27,"1,805",LKR854.70
39,XBrand | Weekend Treat | Travel Smart | Get Rewarded | Bonus Points | Save More,XBrand | Auto Loans Special | Green Finance | Diwali Deals | Luxury Travel | Back to School,2023-05-27,"33,884","LKR1,300.77"
434,XBrand | Win Big | Zero Interest | Swipe and Win | Easy Payments | Travel Smart,XBrand | Flash Sale | Summer Bonanza | Green Finance,2023-05-27,"6,454","LKR1,204.93"
27,XBrand | Win Big | Save More | Get Rewarded,XBrand | Gold Loan Offers | Holiday Cashback | Lifestyle Rewards | Savings Fiesta,2023-05-28,"19,591",LKR801.31
88,XBrand | Gift Vouchers | Save More | Exclusive Offer | Easy Payments,XBrand | Savings Fiesta | Auto Loans Special | Summer Bonanza,2023-05-28,"2,103",LKR828.40
"1,208",XBrand | Exclusive Offer | Get Rewarded | Travel Smart | Gift Vouchers,XBrand | Savings Fiesta | Diwali Deals | Flash Sale | Green Finance,2023-05-28,"47,552","LKR1,238.53"
"1,842",XBrand | Bonus Points | Gift Vouchers | Win Big,XBrand | Digital Drive | Lifestyle Rewards | Auto Loans Special | Flash Sale | Luxury Travel,2023-05-28,"31,987","LKR1,384.07"
738,XBrand | Gift Vouchers | Swipe and Win | Bonus Points | Exclusive Offer,XBrand | Lifestyle Rewards | Summer Bonanza | Holiday Cashback | Diwali Deals,2023-05-28,"24,735","LKR1,204.92"
42,XBrand | Bonus Points | Save More | Weekend Treat | Exclusive Offer,XBrand | Gold Loan Offers | Diwali Deals | Green Finance | Luxury Travel,2023-05-28,"32,458",LKR929.55
260,XBrand | Exclusive Offer | Zero Interest | Bonus Points,XBrand | Lifestyle Rewards | Gold Loan Offers | Flash Sale,2023-05-28,"2,871","LKR1,036.10"
29,XBrand | Get Rewarded | Exclusive Offer | Travel Smart | Gift Vouchers,XBrand | Lifestyle Rewards | Auto Loans Special | Diwali Deals | Holiday Cashback,2023-05-28,"31,211",LKR998.08
